applicant_id,sector,county,quarter,loan_purpose,owner_education_level,business_age_years,num_employees,monthly_revenue_kes,loan_amount_kes,loan_term_months,interest_rate_pct,collateral_value_kes,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_count,online_presence_score,customer_satisfaction_score,competitor_density,credit_risk_category
1082,Retail,Mombasa,Q4,Inventory Financing,Certificate,10.3,11,1774138.0,2705317.0,24,19.6,,0.072,702.0,4,0,51.4,4.1,8,Low
1083,Technology,Other,Q4,Working Capital,Certificate,11.3,7,1776945.0,5293770.0,36,17.47,,0.503,648.0,3,0,33.6,3.9,6,High
1084,Manufacturing,Kisumu,Q2,Inventory Financing,Bachelors,3.7,6,2290388.0,7542682.0,12,12.83,,0.388,498.0,0,1,96.2,3.5,11,High
1085,Retail,Mombasa,Q4,Equipment Purchase,Diploma,10.4,4,3228990.0,3067685.0,12,14.77,1440690.0,0.307,,3,0,23.1,2.6,10,Low
1086,Agriculture,Other,Q3,Inventory Financing,Masters,3.9,4,2159065.0,1535555.0,48,8.0,,0.256,604.0,4,1,0.0,3.1,6,Medium
1087,Retail,Mombasa,Q4,Working Capital,Primary,7.6,8,1154289.0,1391857.0,24,13.73,,0.081,679.0,2,1,37.3,,8,Low
1088,Agriculture,Eldoret,Q4,Working Capital,Masters,15.0,4,1618611.0,4612528.0,6,16.8,,0.168,612.0,0,1,58.1,3.4,3,Medium
1089,Retail,Nairobi,Q4,Business Expansion,Secondary,6.7,12,657509.0,1913794.0,12,13.85,2344755.0,0.201,758.0,2,0,32.4,5.0,6,Low
1090,Hospitality,Eldoret,Q2,Inventory Financing,Bachelors,6.9,9,927906.0,562594.0,48,15.63,,0.454,814.0,0,0,45.7,4.4,5,Low
1091,Hospitality,Eldoret,Q2,Working Capital,Primary,2.5,10,1886145.0,5578237.0,12,14.87,,0.455,582.0,1,0,68.9,3.1,8,Medium
1092,Manufacturing,Other,Q4,Equipment Purchase,Bachelors,1.6,6,1668447.0,1009946.0,24,14.61,853082.0,0.093,611.0,3,0,64.6,2.9,8,Low
1093,Services,Mombasa,Q4,Business Expansion,Diploma,3.9,9,1193095.0,3305817.0,48,15.4,5038818.0,0.577,559.0,1,0,28.9,3.0,8,Low
1094,Technology,Nairobi,Q2,Working Capital,Diploma,3.5,8,1981295.0,2075864.0,12,14.59,,0.542,,3,2,100.0,2.3,4,Medium
1095,Hospitality,Nakuru,Q2,Equipment Purchase,Certificate,6.4,12,1099652.0,2613042.0,6,14.79,4026996.0,0.76,613.0,1,0,64.8,3.5,9,Low
1096,Agriculture,Other,Q1,Equipment Purchase,Certificate,0.6,10,1600131.0,2781677.0,36,17.66,4414778.0,0.388,693.0,3,0,49.8,1.7,5,Low
1097,Retail,Nairobi,Q3,Working Capital,Secondary,7.5,10,1876067.0,3693933.0,24,22.17,3933952.0,0.576,667.0,1,3,75.5,3.2,8,Low
1098,Hospitality,Nairobi,Q1,Working Capital,Secondary,2.4,11,3196566.0,7825548.0,36,13.97,,0.34,601.0,1,0,0.0,2.6,3,Medium
1099,Technology,Nairobi,Q4,Inventory Financing,Diploma,2.5,6,3264593.0,8364060.0,6,15.84,11191242.0,0.598,725.0,1,1,21.2,3.4,1,Low
1100,Retail,Other,Q3,Working Capital,Secondary,13.8,5,1022292.0,730332.0,18,14.82,212941.0,0.351,639.0,1,1,38.3,1.6,2,Low
1101,Services,Nairobi,Q2,Inventory Financing,Primary,2.4,7,1307133.0,3385966.0,48,14.18,2676274.0,0.437,573.0,6,0,76.5,4.0,5,Low
1102,Manufacturing,Nairobi,Q2,Inventory Financing,Secondary,2.0,13,535859.0,1305968.0,24,16.91,1865245.0,0.376,472.0,2,0,37.5,5.0,4,Medium
1103,Hospitality,Nairobi,Q4,Equipment Purchase,Secondary,13.8,9,7122028.0,4842277.0,60,16.21,8372601.0,0.586,575.0,0,0,23.9,3.8,10,Low
1104,Services,Other,Q4,Inventory Financing,Secondary,1.7,10,420594.0,509201.0,60,19.89,150612.0,0.654,724.0,0,0,47.5,2.9,2,Medium
1105,Hospitality,Mombasa,Q4,Working Capital,Certificate,8.1,7,1731382.0,4637443.0,48,19.14,3053642.0,0.309,616.0,1,0,34.5,3.4,5,Low
1106,Services,Nakuru,Q3,Equipment Purchase,Bachelors,8.3,5,664643.0,710036.0,24,14.22,1037961.0,0.54,729.0,1,0,0.0,4.2,5,Low
1107,Retail,Nakuru,Q4,Equipment Purchase,Diploma,2.7,5,1734755.0,1971929.0,6,11.48,2005995.0,0.382,544.0,5,1,47.3,3.0,3,Low
1108,Retail,Mombasa,Q3,Working Capital,Bachelors,8.8,10,2100845.0,4787843.0,12,16.71,2689782.0,0.522,587.0,1,1,72.2,2.9,5,Low
1109,Services,Eldoret,Q4,Inventory Financing,Secondary,2.3,10,2475675.0,5623189.0,48,18.38,,0.113,503.0,2,1,67.6,3.1,6,Medium
1110,Agriculture,Mombasa,Q2,Working Capital,Diploma,3.7,15,1140920.0,3262807.0,24,17.73,,0.14,627.0,3,1,25.2,3.3,6,Medium
1111,Retail,Kisumu,Q3,Inventory Financing,Bachelors,9.2,6,2895865.0,6368456.0,36,16.16,6260992.0,0.324,471.0,0,0,84.3,4.4,9,Low
1112,Agriculture,Nairobi,Q3,Working Capital,Doctorate,8.7,6,1163113.0,2462857.0,24,15.67,,0.218,579.0,1,1,35.9,3.5,8,Medium
1113,Hospitality,Nairobi,Q1,Business Expansion,Bachelors,5.3,12,943883.0,2311898.0,18,15.7,2081936.0,0.074,,2,2,40.7,3.5,6,Low
1114,Agriculture,Kisumu,Q3,Working Capital,Diploma,4.9,13,1029459.0,1754632.0,24,15.13,,0.44,767.0,4,1,35.5,3.5,4,Medium
1115,Services,Nairobi,Q1,Equipment Purchase,Masters,1.0,6,991138.0,3417063.0,18,16.32,2969543.0,0.294,,0,1,55.7,3.5,8,Low
1116,Services,Nairobi,Q2,Inventory Financing,Secondary,4.7,9,5105364.0,5306363.0,36,17.32,,0.41,557.0,1,1,42.5,3.4,6,High
1117,Retail,Other,Q2,Inventory Financing,Bachelors,5.9,5,3119144.0,5843646.0,6,14.83,,0.262,685.0,4,1,46.9,2.9,5,Medium
1118,Agriculture,Mombasa,Q2,Working Capital,Bachelors,3.0,3,2530934.0,1923609.0,36,12.03,3439265.0,0.049,620.0,2,1,74.9,2.7,4,Low
1119,Technology,Nairobi,Q3,Working Capital,Bachelors,1.9,10,449101.0,1437139.0,24,16.87,1641273.0,0.372,622.0,2,2,94.4,4.7,8,Medium
1120,Agriculture,Nakuru,Q4,Equipment Purchase,Certificate,12.4,14,1798586.0,5518682.0,36,13.83,9052193.0,0.326,710.0,4,2,33.9,2.9,6,Low
1121,Services,Kisumu,Q1,Business Expansion,Primary,6.0,10,2651296.0,6877709.0,60,16.46,2295113.0,0.392,573.0,1,1,45.7,,7,Medium
1122,Retail,Nairobi,Q4,Working Capital,Secondary,5.8,13,558682.0,709278.0,36,14.59,,0.785,433.0,1,2,70.2,3.3,4,High
1123,Services,Nairobi,Q2,Inventory Financing,Diploma,1.0,5,3064950.0,5734203.0,6,10.8,5040595.0,0.603,748.0,3,1,40.3,2.8,7,Low
1124,Agriculture,Kisumu,Q2,Inventory Financing,Secondary,10.3,7,921028.0,2729944.0,24,15.15,,0.09,758.0,5,1,15.8,2.5,3,Low
1125,Services,Nairobi,Q3,Inventory Financing,Masters,5.8,8,1728837.0,3647945.0,18,15.67,4368696.0,0.317,521.0,2,0,84.7,3.8,10,Low
1126,Services,Other,Q1,Working Capital,Secondary,3.6,9,1992136.0,968455.0,48,18.06,733194.0,0.458,646.0,3,0,53.1,3.3,8,Low
1127,Services,Eldoret,Q4,Working Capital,Bachelors,2.3,6,1544915.0,2885154.0,24,17.48,,0.695,691.0,5,0,84.4,4.5,5,High
1128,Retail,Kisumu,Q4,Inventory Financing,Certificate,5.4,9,1715988.0,5622426.0,36,16.75,2572660.0,0.751,748.0,2,0,26.7,4.4,3,Low
1129,Manufacturing,Other,Q1,Equipment Purchase,Secondary,4.2,10,2316162.0,6652373.0,36,16.73,6747765.0,0.611,659.0,1,0,61.9,1.8,5,Low
1130,Retail,Nairobi,Q2,Working Capital,Secondary,7.3,6,3799647.0,10273514.0,12,19.35,7683176.0,0.934,623.0,2,0,29.5,2.5,9,Low
1131,Retail,Nairobi,Q1,Working Capital,Certificate,7.2,11,4794186.0,5026204.0,24,12.99,,0.537,678.0,5,0,46.9,2.5,9,Medium
1132,Hospitality,Other,Q4,Working Capital,Certificate,9.6,9,4463594.0,13410904.0,60,20.71,19701073.0,0.416,701.0,0,1,36.7,5.0,4,Low
1133,Agriculture,Kisumu,Q4,Business Expansion,Secondary,4.2,10,1874547.0,5417489.0,36,20.55,8575915.0,0.273,661.0,2,0,90.7,3.0,11,Low
1134,Manufacturing,Nairobi,Q4,Business Expansion,Secondary,12.0,13,519114.0,1429512.0,36,16.57,1528389.0,0.17,703.0,0,0,59.1,,6,Low
1135,Technology,Kisumu,Q3,Equipment Purchase,Masters,2.2,7,810248.0,682806.0,6,13.72,929746.0,0.365,734.0,2,0,27.2,2.7,3,Low
1136,Retail,Eldoret,Q2,Inventory Financing,Certificate,4.9,11,1267798.0,2085936.0,12,20.1,,0.612,710.0,1,0,34.9,3.9,4,Medium
1137,Retail,Kisumu,Q1,Equipment Purchase,Diploma,2.9,5,2538708.0,5315525.0,18,15.06,4284461.0,0.352,820.0,0,0,43.9,3.9,7,Low
1138,Hospitality,Nairobi,Q4,Equipment Purchase,Bachelors,2.9,6,3625037.0,6988246.0,60,16.53,3557065.0,0.294,719.0,3,0,62.8,5.0,5,Low
1139,Services,Nairobi,Q1,Equipment Purchase,Secondary,4.0,6,1336461.0,4637807.0,6,15.91,3183201.0,0.165,,2,1,85.6,3.4,8,Low
1140,Agriculture,Mombasa,Q3,Equipment Purchase,Masters,12.6,9,1243734.0,3860315.0,24,16.72,3461015.0,0.477,656.0,4,1,65.8,4.4,7,Low
1141,Agriculture,Nairobi,Q4,Equipment Purchase,Secondary,0.6,8,1732244.0,3548979.0,18,14.78,3186206.0,0.541,689.0,3,0,42.4,2.7,4,Low
1142,Services,Nairobi,Q3,Inventory Financing,Secondary,2.3,4,1906145.0,5767834.0,18,17.41,5174351.0,0.666,656.0,1,0,82.0,5.0,7,Low
1143,Manufacturing,Nakuru,Q2,Equipment Purchase,Primary,3.1,9,2646489.0,3244543.0,18,16.59,1966015.0,0.357,626.0,2,0,50.6,4.0,6,Low
1144,Hospitality,Mombasa,Q4,Working Capital,Secondary,5.0,8,2855335.0,3699060.0,18,15.03,,0.596,606.0,2,1,35.3,3.6,4,High
1145,Retail,Nairobi,Q1,Equipment Purchase,Primary,8.7,8,1593736.0,4065003.0,24,18.08,5563510.0,0.175,585.0,3,0,64.9,3.1,7,Low
1146,Agriculture,Other,Q3,Inventory Financing,Diploma,7.4,8,360323.0,371262.0,24,17.39,,0.334,658.0,2,0,41.7,3.4,4,Medium
1147,Services,Mombasa,Q3,Business Expansion,Diploma,3.4,6,1293960.0,4130276.0,12,14.73,6764932.0,0.415,622.0,0,3,34.0,3.7,5,Low
1148,Agriculture,Other,Q4,Working Capital,Primary,2.7,7,244870.0,625874.0,6,15.03,,0.256,626.0,0,0,49.7,3.3,3,Medium
1149,Retail,Kisumu,Q4,Equipment Purchase,Masters,2.1,8,1493924.0,1396481.0,12,17.86,476630.0,0.284,587.0,0,0,60.4,3.3,8,Low
1150,Agriculture,Nakuru,Q2,Equipment Purchase,Bachelors,11.5,6,10847101.0,18374806.0,24,11.76,17395669.0,0.129,628.0,1,1,68.6,3.1,3,Low
1151,Hospitality,Mombasa,Q1,Working Capital,Diploma,10.4,4,4158875.0,12701823.0,36,16.7,,0.551,646.0,0,1,77.7,2.5,9,High
1152,Agriculture,Nakuru,Q2,Inventory Financing,Masters,2.4,9,2122102.0,5114795.0,24,16.44,7249880.0,0.377,679.0,1,1,81.9,3.7,7,Low
1153,Agriculture,Nairobi,Q2,Inventory Financing,Diploma,13.8,6,8287457.0,13488216.0,12,12.1,,0.521,606.0,1,0,63.6,1.0,6,Medium
1154,Technology,Nairobi,Q3,Working Capital,Secondary,8.2,8,922013.0,2288637.0,18,14.63,3622337.0,0.214,,2,1,88.2,3.1,7,Low
1155,Hospitality,Other,Q3,Equipment Purchase,Bachelors,5.3,10,2276296.0,2207985.0,6,20.24,2017247.0,0.27,660.0,1,0,23.5,4.0,5,Low
1156,Hospitality,Nairobi,Q2,Working Capital,Masters,4.7,6,2455774.0,8500787.0,12,18.02,,0.18,619.0,2,0,77.4,3.6,9,Medium
1157,Manufacturing,Mombasa,Q1,Working Capital,Primary,5.5,9,1121605.0,1500167.0,36,13.25,,0.312,655.0,2,1,83.4,4.0,6,Medium
1158,Services,Eldoret,Q3,Working Capital,Diploma,11.2,7,1306150.0,2543569.0,24,15.25,,0.71,533.0,3,1,72.7,5.0,5,High
1159,Manufacturing,Nairobi,Q2,Working Capital,Secondary,1.0,4,2586138.0,5641971.0,36,14.88,5090587.0,0.454,512.0,3,0,82.6,3.4,8,Low
1160,Agriculture,Mombasa,Q3,Business Expansion,Bachelors,8.8,12,2165288.0,4601671.0,36,14.04,2560141.0,0.341,487.0,2,1,40.1,4.0,6,Low
1161,Services,Other,Q4,Equipment Purchase,Primary,7.1,8,1240168.0,3828850.0,12,13.82,5418072.0,0.585,561.0,1,0,74.3,4.8,6,Low
1162,Agriculture,Nairobi,Q3,Business Expansion,Bachelors,5.2,7,1612306.0,1780418.0,12,15.64,2270558.0,0.309,601.0,5,1,49.7,3.5,5,Low
1163,Technology,Nairobi,Q3,Inventory Financing,Secondary,2.8,7,2610457.0,2285956.0,18,14.81,,0.108,449.0,0,0,15.2,3.5,5,Medium
1164,Hospitality,Other,Q4,Business Expansion,Diploma,5.4,5,1537254.0,1465172.0,12,20.55,1768373.0,0.369,540.0,3,0,37.8,3.4,7,Low
1165,Retail,Nairobi,Q4,Working Capital,Diploma,2.7,6,1049048.0,1500659.0,36,21.28,672960.0,1.134,620.0,1,0,67.9,2.2,3,High
1166,Services,Nairobi,Q3,Working Capital,Bachelors,4.0,9,2217033.0,1552061.0,12,16.59,2726356.0,0.719,569.0,3,2,69.0,,4,Medium
1167,Hospitality,Other,Q2,Business Expansion,Primary,1.2,12,1523240.0,767880.0,18,15.4,540287.0,0.612,550.0,2,0,71.8,2.3,8,Medium
1168,Services,Nairobi,Q4,Business Expansion,Certificate,4.5,4,1885965.0,2774542.0,6,11.83,2934307.0,0.114,776.0,0,3,73.6,3.4,3,Low
1169,Manufacturing,Other,Q2,Inventory Financing,Secondary,0.5,6,763294.0,2091704.0,12,14.05,,0.104,694.0,0,0,43.2,4.2,4,Low
1170,Agriculture,Other,Q4,Working Capital,Secondary,4.6,9,1680175.0,1790926.0,6,14.07,,0.243,601.0,1,1,32.7,3.7,8,Medium
1171,Retail,Other,Q4,Working Capital,Secondary,1.7,8,1310864.0,1702811.0,24,16.56,652077.0,0.442,650.0,6,2,52.5,2.0,7,Medium
1172,Services,Nairobi,Q4,Inventory Financing,Secondary,3.8,9,670737.0,430312.0,36,21.13,386375.0,0.473,689.0,1,1,41.8,3.4,4,Low
1173,Retail,Nairobi,Q4,Business Expansion,Masters,4.4,7,4704541.0,15758059.0,36,14.76,24448674.0,0.634,573.0,0,1,43.4,2.9,4,Low
1174,Technology,Eldoret,Q1,Working Capital,Diploma,7.1,7,1975399.0,5727338.0,60,20.29,9312016.0,0.355,469.0,1,1,40.9,2.3,6,Low
1175,Services,Other,Q4,Business Expansion,Secondary,2.8,6,1990495.0,5078383.0,60,16.61,2050449.0,0.512,745.0,1,0,30.2,3.7,9,Low
1176,Hospitality,Nairobi,Q1,Working Capital,Certificate,1.8,7,2936029.0,3301297.0,60,16.98,,0.198,623.0,1,0,22.0,5.0,7,Medium
1177,Retail,Nairobi,Q3,Business Expansion,Primary,3.6,7,4239582.0,7981316.0,24,15.87,4905016.0,0.651,602.0,0,2,50.9,3.9,7,Low
1178,Services,Nairobi,Q3,Equipment Purchase,Secondary,7.9,9,3535728.0,7387896.0,18,8.61,7240464.0,0.528,804.0,5,0,78.5,4.6,6,Low
1179,Agriculture,Nairobi,Q4,Business Expansion,Diploma,8.1,6,1174875.0,966837.0,12,13.68,1484452.0,0.507,688.0,1,0,45.9,3.8,6,Low
1180,Retail,Mombasa,Q2,Working Capital,Diploma,9.7,10,2160097.0,4395963.0,24,15.21,,0.816,599.0,2,2,55.9,3.8,4,High
1181,Agriculture,Kisumu,Q1,Inventory Financing,Diploma,9.2,8,1259921.0,4144115.0,24,17.49,,0.897,675.0,1,0,96.9,5.0,6,High
1182,Retail,Nakuru,Q4,Inventory Financing,Masters,8.0,12,1574094.0,3298401.0,60,13.3,2443912.0,0.108,624.0,2,1,63.5,4.5,5,Low
1183,Hospitality,Nairobi,Q1,Inventory Financing,Masters,1.6,11,2148206.0,1599982.0,36,14.85,,0.128,524.0,1,1,68.2,3.5,3,Medium
1184,Manufacturing,Nairobi,Q2,Business Expansion,Bachelors,15.7,3,4370630.0,10470016.0,18,12.62,4096501.0,0.723,850.0,3,1,91.0,,7,Low
1185,Technology,Nairobi,Q4,Working Capital,Certificate,6.6,11,896980.0,3005516.0,48,15.13,,0.324,542.0,3,0,26.1,4.1,6,High
1186,Services,Nairobi,Q3,Inventory Financing,Bachelors,3.4,14,2833280.0,3219585.0,24,13.7,1832401.0,0.153,,0,0,91.6,3.4,5,Low
1187,Retail,Nairobi,Q1,Business Expansion,Secondary,1.9,12,2155624.0,7238089.0,6,18.19,2328647.0,0.39,638.0,1,0,65.0,3.5,4,Low
1188,Agriculture,Other,Q1,Business Expansion,Bachelors,4.7,7,896427.0,1679207.0,36,13.41,2570413.0,0.235,811.0,5,0,41.9,5.0,4,Low
1189,Agriculture,Mombasa,Q3,Business Expansion,Secondary,1.6,12,11064110.0,33613334.0,48,13.05,23597484.0,0.046,784.0,2,1,100.0,4.6,12,Low
1190,Technology,Nairobi,Q3,Working Capital,Doctorate,3.7,8,1607639.0,4822356.0,18,15.58,,0.799,658.0,3,0,47.6,3.4,7,High
1191,Retail,Nakuru,Q4,Inventory Financing,Primary,8.4,6,4020135.0,5381200.0,18,19.23,,0.232,673.0,1,1,49.5,4.5,5,Medium
1192,Agriculture,Other,Q4,Business Expansion,Bachelors,6.4,6,1733435.0,2396753.0,18,15.94,775041.0,0.185,850.0,2,0,54.3,3.0,11,Low
1193,Technology,Eldoret,Q1,Working Capital,Diploma,8.8,8,2362696.0,6443236.0,6,15.68,5950969.0,0.405,810.0,3,0,65.2,4.4,6,Low
1194,Hospitality,Nakuru,Q4,Equipment Purchase,Bachelors,0.1,6,2928238.0,9154979.0,36,17.74,10347315.0,0.55,600.0,1,0,18.5,4.2,7,Low
1195,Retail,Mombasa,Q3,Working Capital,Diploma,6.8,10,1872489.0,4435425.0,60,16.03,,0.8,650.0,1,1,45.4,2.8,4,High
1196,Agriculture,Mombasa,Q2,Equipment Purchase,Bachelors,11.0,8,1926811.0,3602645.0,24,18.15,3310700.0,0.596,601.0,0,0,60.8,4.8,6,Low
1197,Hospitality,Nairobi,Q2,Inventory Financing,Bachelors,5.2,5,3999347.0,6299104.0,24,18.16,,0.111,597.0,0,0,51.0,4.9,3,Medium
1198,Technology,Other,Q2,Equipment Purchase,Diploma,6.1,2,3684814.0,11003173.0,36,16.02,7646239.0,0.401,663.0,1,3,64.9,4.8,9,Low
1199,Retail,Other,Q2,Equipment Purchase,Masters,3.3,7,8596470.0,9727128.0,12,11.06,15867824.0,0.767,781.0,1,1,63.1,4.7,11,Low
1200,Retail,Mombasa,Q3,Inventory Financing,Secondary,5.7,11,2177793.0,2764951.0,36,16.82,,0.428,574.0,4,0,73.2,3.5,4,Medium
1201,Retail,Other,Q2,Working Capital,Masters,7.7,10,578356.0,1948034.0,12,17.79,,0.686,434.0,3,0,43.0,4.1,4,High
1202,Manufacturing,Nakuru,Q2,Working Capital,Diploma,2.5,9,671041.0,617455.0,18,19.21,282345.0,0.611,488.0,1,1,66.1,,11,Medium
1203,Hospitality,Nakuru,Q3,Business Expansion,Bachelors,5.0,7,2495222.0,2522812.0,18,13.82,2490563.0,1.188,474.0,1,0,69.6,4.3,6,Medium
1204,Technology,Nairobi,Q2,Working Capital,Diploma,5.3,9,924892.0,1109701.0,48,13.39,,0.39,594.0,5,0,30.3,,3,Medium
1205,Services,Nairobi,Q2,Business Expansion,Certificate,3.3,4,678426.0,1518097.0,12,16.63,2140071.0,0.646,641.0,0,0,97.0,4.0,10,Low
1206,Technology,Nairobi,Q4,Inventory Financing,Diploma,2.7,14,3620847.0,11073886.0,48,15.82,,0.513,462.0,2,0,91.2,4.6,10,High
1207,Retail,Other,Q1,Equipment Purchase,Masters,15.7,11,705389.0,1239030.0,6,16.27,1190612.0,0.233,422.0,1,0,40.5,3.9,5,Medium
1208,Retail,Other,Q4,Working Capital,Certificate,5.0,10,610274.0,892640.0,24,14.29,,0.564,662.0,2,3,20.9,2.2,5,High
1209,Hospitality,Other,Q3,Working Capital,Bachelors,2.0,10,1893547.0,5166998.0,48,15.72,3465090.0,0.822,651.0,1,0,50.0,4.4,5,Low
1210,Technology,Other,Q2,Equipment Purchase,Primary,5.5,10,3886027.0,8107852.0,6,15.71,14601924.0,0.553,556.0,4,1,54.0,4.0,10,Low
1211,Services,Other,Q4,Inventory Financing,Diploma,6.4,9,3056996.0,8060452.0,36,9.01,,0.527,616.0,3,1,50.1,2.5,8,High
1212,Retail,Mombasa,Q3,Business Expansion,Diploma,7.7,8,868333.0,879405.0,12,18.95,224213.0,0.497,610.0,1,0,46.0,3.3,6,Medium
1213,Manufacturing,Eldoret,Q1,Business Expansion,Certificate,10.2,7,3113505.0,4273735.0,24,14.47,3373107.0,0.468,697.0,4,0,69.4,2.9,9,Low
1214,Technology,Nairobi,Q4,Business Expansion,Primary,4.7,7,908565.0,791728.0,12,10.66,1097424.0,0.566,723.0,1,1,100.0,2.5,5,Low
1215,Technology,Nakuru,Q2,Working Capital,Bachelors,10.6,10,2320110.0,7014591.0,18,11.0,11531496.0,0.442,418.0,0,0,75.2,5.0,7,Low
1216,Manufacturing,Nairobi,Q2,Business Expansion,Bachelors,9.6,10,253626.0,234881.0,12,15.6,85190.0,0.77,543.0,0,1,80.4,4.5,4,High
1217,Services,Other,Q2,Working Capital,Certificate,8.1,6,802710.0,2071444.0,24,10.95,1942032.0,0.521,710.0,3,0,25.6,2.7,5,Low
1218,Services,Other,Q4,Equipment Purchase,Primary,4.3,9,2210797.0,1141543.0,48,14.61,293241.0,0.271,679.0,1,0,83.0,4.6,8,Low
1219,Hospitality,Nairobi,Q2,Inventory Financing,Bachelors,13.9,13,1785190.0,3210763.0,12,12.51,5145978.0,0.683,579.0,3,1,94.9,4.1,3,Low
1220,Retail,Eldoret,Q4,Working Capital,Bachelors,3.5,9,2233967.0,7598109.0,24,14.54,,0.569,615.0,2,2,43.8,,7,High
1221,Manufacturing,Other,Q4,Business Expansion,Bachelors,4.0,9,137235.0,529033.0,24,14.24,287018.0,0.479,605.0,1,0,24.5,3.7,5,Medium
1222,Retail,Nairobi,Q4,Business Expansion,Bachelors,4.2,11,4304353.0,6896117.0,12,20.98,8037109.0,0.862,566.0,2,0,62.7,4.1,8,Low
1223,Hospitality,Kisumu,Q4,Working Capital,Secondary,5.6,8,3126838.0,7730607.0,24,16.82,3813122.0,0.431,564.0,0,2,66.9,4.2,7,Low
1224,Technology,Mombasa,Q1,Inventory Financing,Diploma,10.1,8,7384178.0,11704455.0,48,19.62,,0.464,531.0,1,0,26.1,3.2,7,High
1225,Agriculture,Kisumu,Q1,Working Capital,Certificate,6.3,7,1246035.0,809497.0,24,11.9,560941.0,0.132,511.0,3,1,50.5,2.6,2,Medium
1226,Agriculture,Other,Q4,Inventory Financing,Certificate,3.6,5,3173875.0,7543719.0,6,14.97,13372061.0,0.222,607.0,1,0,73.0,4.2,5,Low
1227,Technology,Eldoret,Q2,Working Capital,Certificate,9.3,3,2779715.0,2512403.0,24,12.58,,0.12,584.0,2,0,54.4,3.4,6,Low
1228,Hospitality,Nairobi,Q4,Business Expansion,Diploma,3.1,6,1503070.0,3031873.0,18,17.36,2314696.0,0.041,691.0,1,2,51.8,3.2,7,Low
1229,Technology,Kisumu,Q1,Inventory Financing,Doctorate,3.5,4,2417033.0,7172734.0,36,20.17,,0.184,572.0,1,0,53.5,3.4,3,Medium
1230,Technology,Kisumu,Q1,Inventory Financing,Certificate,5.8,12,1898775.0,3677627.0,36,15.99,2592701.0,0.654,447.0,4,0,27.7,4.5,4,Medium
1231,Hospitality,Nairobi,Q2,Equipment Purchase,Certificate,6.9,9,2840346.0,7469223.0,18,10.75,10393754.0,0.779,659.0,5,1,94.5,3.4,10,Low
1232,Hospitality,Nairobi,Q3,Working Capital,Diploma,4.0,8,1547757.0,3861817.0,60,15.21,5999536.0,0.119,547.0,0,1,85.3,,8,Low
1233,Retail,Mombasa,Q1,Business Expansion,Diploma,3.0,5,1816066.0,3925876.0,18,18.75,6969602.0,0.139,641.0,4,1,81.2,2.6,5,Low
1234,Technology,Nairobi,Q1,Business Expansion,Certificate,2.5,9,1040956.0,900513.0,36,20.12,1025811.0,0.476,620.0,1,1,38.3,4.2,5,Medium
1235,Retail,Nairobi,Q3,Working Capital,Diploma,4.1,4,1330729.0,3021414.0,24,14.6,,0.597,530.0,3,1,84.8,4.5,9,High
1236,Retail,Nakuru,Q3,Equipment Purchase,Diploma,4.5,12,2017166.0,2796869.0,24,15.55,1921084.0,0.854,514.0,2,1,32.8,1.7,8,Medium
1237,Services,Other,Q2,Inventory Financing,Bachelors,3.5,7,2128698.0,1152869.0,12,12.54,,0.333,695.0,0,0,62.5,3.1,4,Medium
1238,Agriculture,Mombasa,Q3,Equipment Purchase,Secondary,4.4,13,2259572.0,3468598.0,24,10.7,2580033.0,0.178,515.0,1,2,40.0,2.0,7,Low
1239,Manufacturing,Nakuru,Q1,Working Capital,Diploma,3.8,7,3128285.0,6957485.0,18,14.42,6296115.0,0.495,660.0,3,3,41.9,3.6,4,Low
1240,Services,Eldoret,Q3,Business Expansion,Certificate,6.1,10,1107727.0,1770476.0,24,19.43,2747314.0,0.143,697.0,3,0,57.9,4.3,10,Low
1241,Retail,Nakuru,Q1,Equipment Purchase,Bachelors,17.8,5,1265917.0,3568625.0,24,13.45,3142496.0,0.261,568.0,2,2,79.7,3.8,8,Low
1242,Retail,Nakuru,Q4,Inventory Financing,Diploma,4.2,11,587687.0,1238159.0,12,17.12,,0.451,567.0,2,0,49.9,3.8,8,Medium
1243,Agriculture,Nairobi,Q4,Equipment Purchase,Bachelors,1.5,11,3929384.0,11177145.0,36,16.41,18497455.0,0.257,606.0,0,1,45.1,2.1,6,Low
1244,Retail,Other,Q2,Working Capital,Bachelors,7.6,4,6533015.0,16721345.0,60,14.32,,0.675,604.0,1,1,56.9,3.9,10,High
1245,Agriculture,Nairobi,Q2,Working Capital,Secondary,11.8,13,2482627.0,1738866.0,12,13.61,2830521.0,0.09,627.0,2,0,17.9,3.8,9,Low
1246,Services,Nairobi,Q1,Working Capital,Primary,3.9,9,2652918.0,2937330.0,48,10.83,,0.205,522.0,1,0,54.5,3.9,13,Medium
1247,Manufacturing,Kisumu,Q4,Inventory Financing,Bachelors,5.0,4,1074535.0,1176127.0,24,14.74,,0.685,593.0,2,1,51.3,3.9,1,High
1248,Manufacturing,Kisumu,Q4,Equipment Purchase,Primary,10.1,9,2072704.0,5467320.0,24,17.11,5538298.0,0.951,590.0,2,2,52.8,4.3,5,Low
1249,Retail,Eldoret,Q2,Working Capital,Masters,3.6,11,4415190.0,5769864.0,24,17.82,,0.258,666.0,2,2,88.0,2.7,5,Medium
